id	level	description	assembly	segments	xlim_start	xlim_end	bin	mean_abundance
g9220_49	1	gyrA b614: DNA gyrase subunit A (abundance=0)	ALL	s63604	46761	59277	b614	0
g9300_6	1	gyrA b4684: DNA gyrase subunit A (abundance=0)	ALL	s63707	1	11077	b4684	0
g9300_7	1	gyrA b4684: DNA gyrase subunit A (abundance=0)	ALL	s63707	1079	12392	b4684	0
g9417_49	1	gyrA b2479: DNA gyrase subunit A (abundance=0)	ALL	s380	35684	48191	b2479	0
g9612_66	1	gyrA b126: DNA gyrase subunit A (abundance=0)	ALL	s651,s24936,s24938	52911	65439	b126	0
g10184_657	1	gyrA b139: DNA gyrase subunit A (abundance=0)	ALL	s1815,s1821,s1835,s1843,s1851,s1886,s4226,s40417,s40425,s61038,s61039	155718	168213	b139	0
g10212_27	1	gyrA b722: DNA gyrase subunit A (abundance=0)	ALL	s1937,s16692,s22331	34648	47176	b722	0
g10212_2453	1	gyrA b14880: DNA gyrase subunit A (abundance=0)	ALL	s2010	5229	14698	b14880	0
g10419_27	1	gyrA b3906: DNA gyrase subunit A (abundance=0)	ALL	s2341	24857	36223	b3906	0
g10925_39	1	gyrA b1222: DNA gyrase subunit A (abundance=0)	ALL	s3268	27198	39765	b1222	0
g10937_143	1	gyrA b852: DNA gyrase subunit A (abundance=0)	ALL	s3283	146664	159189	b852	0
g11014_190	1	gyrA b1374: DNA gyrase subunit A (abundance=0)	ALL	s3564	44103	56619	b1374	0
g11049_9	1	gyrA b10571: DNA gyrase subunit A (abundance=0)	ALL	s3693	5011	17239	b10571	0
g11391_30	1	gyrA b3781: DNA gyrase subunit A (abundance=0)	ALL	s4298	28437	37121	b3781	0
g11567_7	1	gyrA b20824: DNA gyrase subunit A (abundance=0)	ALL	s4559	2316	11762	b20824	0
g11840_22	1	gyrA b4787: DNA gyrase subunit A (abundance=0)	ALL	s5200	15966	28488	b4787	0
g11877_966	1	gyrA b116: DNA gyrase subunit A (abundance=0)	ALL	s4926,s4928,s4930,s4938,s4940,s4941,s4990,s5284,s10501,s10508,s10521,s26365,s26366,s26367,s26370,s26373,s28650,s28654,s28656,s28667,s28671,s32489,s38039,s40713,s43939,s43948,s43953,s43962,s43969,s43971	686500	699013	b116	0
g12256_164	1	gyrA b206: DNA gyrase subunit A (abundance=0)	ALL	s5993,s9527,s13306,s54240,s54243,s54800,s63236	173133	185649	b206	0
g12269_2464	1	gyrA b390: DNA gyrase subunit A (abundance=0)	ALL	s6092	335619	348183	b390	0
g12290_36	1	gyrA b2491: DNA gyrase subunit A (abundance=0)	ALL	s6119	26564	39011	b2491	0
g12368_1	1	gyrA b7734: DNA gyrase subunit A (abundance=0)	ALL	s6247	1	5567	b7734	0
g12368_2	1	gyrA b7734: DNA gyrase subunit A (abundance=0)	ALL	s6247	1	5935	b7734	0
g12406_53	1	gyrA b368: DNA gyrase subunit A (abundance=0)	ALL	s6294,s17472,s34002,s40260,s42003	56353	68863	b368	0
g12406_97	1	gyrA b368: DNA gyrase subunit A (abundance=0)	ALL	s6294,s17472,s34002,s40260,s42003	102524	114758	b368	0
g12443_222	1	gyrA b275: DNA gyrase subunit A (abundance=0)	ALL	s6362,s6363,s18964,s18965,s18966	180027	192522	b275	0
g12443_267	1	gyrA b275: DNA gyrase subunit A (abundance=0)	ALL	s6362,s6363,s18964,s18965,s18966	227086	239338	b275	0
g12785_82	1	gyrA b1217: DNA gyrase subunit A (abundance=0)	ALL	s7290	74031	86559	b1217	0
g12884_560	1	gyrA b284: DNA gyrase subunit A (abundance=0)	ALL	s7555	586689	599199	b284	0
g13032_7	1	gyrA b3988: DNA gyrase subunit A (abundance=0)	ALL	s7744	751	11362	b3988	0
g13032_8	1	gyrA b3988: DNA gyrase subunit A (abundance=0)	ALL	s7744	1301	12998	b3988	0
g13051_850	1	gyrA b145: DNA gyrase subunit A (abundance=0)	ALL	s7780,s7782,s7783,s7785,s57755	777570	790083	b145	0
g13121_5	1	gyrA b3909: DNA gyrase subunit A (abundance=0)	ALL	s7902	1	11423	b3909	0
g13138_525	1	gyrA b234: DNA gyrase subunit A (abundance=0)	ALL	s7968	540433	552934	b234	0
g13281_71	1	gyrA b341: DNA gyrase subunit A (abundance=0)	ALL	s8278,s18282,s24754,s24871,s24872,s28543,s31632,s34543,s54258	59296	70189	b341	0
g13307_51	1	gyrA b543: DNA gyrase subunit A (abundance=0)	ALL	s8326,s28350,s28355,s28358	46582	59101	b543	0
g13458_2136	1	gyrA b717: DNA gyrase subunit A (abundance=0)	ALL	s8726,s8731,s8735,s8739	201410	213875	b717	0
g13459_6	1	gyrA b18681: DNA gyrase subunit A (abundance=0)	ALL	s8742	923	12652	b18681	0
g13620_10	1	gyrA b676: DNA gyrase subunit A (abundance=0)	ALL	s9030	1037	13550	b676	0
g13629_908	1	gyrA b137: DNA gyrase subunit A (abundance=0)	ALL	s9040,s9046,s9052,s9056,s9057,s9071,s16881,s39329,s39334,s39341,s39355,s45173,s45176,s45186,s45188	486299	498830	b137	0
g14283_15	1	gyrA b1860: DNA gyrase subunit A (abundance=0)	ALL	s10233	10163	22403	b1860	0
g14435_10	1	gyrA b116: DNA gyrase subunit A (abundance=0)	ALL	s4926,s4928,s4930,s4938,s4940,s4941,s4990,s5284,s10501,s10508,s10521,s26365,s26366,s26367,s26370,s26373,s28650,s28654,s28656,s28667,s28671,s32489,s38039,s40713,s43939,s43948,s43953,s43962,s43969,s43971	708720	721233	b116	0
g14489_1792	1	gyrA b73: DNA gyrase subunit A (abundance=0)	ALL	s3210,s10701,s10703,s10705,s10707,s10711,s10729,s10737,s15767,s22967,s28853,s28855,s28860,s28864,s28866,s39160,s39162,s39164,s39168	1549073	1561718	b73	0
g14706_54	1	gyrA b6569: DNA gyrase subunit A (abundance=0)	ALL	s11148	7998	20532	b6569	0
g14762_2597	1	gyrA b523: DNA gyrase subunit A (abundance=0)	ALL	s11236,s11246,s11263,s11311,s23315,s23318,s60753,s60780	119451	131970	b523	0
g14830_119	1	gyrA b373: DNA gyrase subunit A (abundance=0)	ALL	s11406,s23055,s56981,s56984,s56987	47671	60163	b373	0
g14830_338	1	gyrA b264: DNA gyrase subunit A (abundance=0)	ALL	s11407,s11412,s23071,s23076,s52466,s53952,s53953,s56978,s56986	142195	154429	b264	0
g14968_8	1	gyrA b677: DNA gyrase subunit A (abundance=0)	ALL	s11647	4203	16431	b677	0
g14991_372	1	gyrA b426: DNA gyrase subunit A (abundance=0)	ALL	s11750	276956	289463	b426	0
g15060_185	1	gyrA b249: DNA gyrase subunit A (abundance=0)	ALL	s12114,s12119,s12376,s12378,s20365,s20371,s20379,s34057,s34064,s61704	130404	142974	b249	0
g15064_1158	1	gyrA b915: DNA gyrase subunit A (abundance=0)	ALL	s12146	43065	55641	b915	0
g15207_118	1	gyrA b393: DNA gyrase subunit A (abundance=0)	ALL	s12348	101976	114501	b393	0
g15420_33	1	gyrA b3803: DNA gyrase subunit A (abundance=0)	ALL	s12922	30415	36945	b3803	0
g15479_47	1	gyrA b2427: DNA gyrase subunit A (abundance=0)	ALL	s12999	38525	51011	b2427	0
g15630_382	1	gyrA b221: DNA gyrase subunit A (abundance=0)	ALL	s13217,s13218,s13221,s13222,s13224,s13228,s13229,s13235,s13236,s13243	381236	393749	b221	0
g15644_110	1	gyrA b428: DNA gyrase subunit A (abundance=0)	ALL	s6722,s13265,s17676,s17679,s17684,s37939	224767	237253	b428	0
g15778_2199	1	gyrA b344: DNA gyrase subunit A (abundance=0)	ALL	s13543,s13548,s13551,s40223	323497	336016	b344	0
g15846_2111	1	gyrA b262: DNA gyrase subunit A (abundance=0)	ALL	s5813,s13665,s13673,s13683,s13687,s13688,s18821	414948	427446	b262	0
g16063_44	1	gyrA b1777: DNA gyrase subunit A (abundance=0)	ALL	s13993	290	12809	b1777	0
g16082_813	1	gyrA b297: DNA gyrase subunit A (abundance=0)	ALL	s14016	561401	573908	b297	0
g16082_1117	1	gyrA b593: DNA gyrase subunit A (abundance=0)	ALL	s14019	110048	122285	b593	0
g16146_501	1	gyrA b414: DNA gyrase subunit A (abundance=0)	ALL	s14152,s14157,s14159,s14163	207171	219750	b414	0
g16189_565	1	gyrA b203: DNA gyrase subunit A (abundance=0)	ALL	s9365,s14338	389516	402035	b203	0
g16305_1	1	gyrA b3763: DNA gyrase subunit A (abundance=0)	ALL	s14481	1	7158	b3763	0
g16305_2	1	gyrA b3763: DNA gyrase subunit A (Fragment) (abundance=0)	ALL	s14481	1	8041	b3763	0
g16305_3	1	gyrA b3763: DNA gyrase subunit A (abundance=0)	ALL	s14481	1	8243	b3763	0
g16538_24	1	gyrA b2147: DNA gyrase subunit A (abundance=0)	ALL	s15089	11566	21871	b2147	0
g16538_25	1	gyrA b2147: DNA gyrase subunit A (abundance=0)	ALL	s15089	11864	21953	b2147	0
g16538_26	1	gyrA b2147: DNA gyrase subunit A (abundance=0)	ALL	s15089	11953	23707	b2147	0
g16538_27	1	gyrA b2147: DNA gyrase subunit A (abundance=0)	ALL	s15089	13742	24119	b2147	0
g16656_33	1	gyrA b2700: DNA gyrase subunit A (abundance=0)	ALL	s15256	23656	36154	b2700	0
g16727_27	1	gyrA b5530: DNA gyrase subunit A (abundance=0)	ALL	s15342	19191	28051	b5530	0
g16727_29	1	gyrA b5530: DNA gyrase subunit A (abundance=0)	ALL	s15342	21315	28051	b5530	0
g17000_226	1	gyrA b546: DNA gyrase subunit A (abundance=0)	ALL	s8628,s15914,s15919,s29923	270622	283132	b546	0
g17079_4650	1	gyrA b236: DNA gyrase subunit A (abundance=0)	ALL	s16142,s16151,s16192,s16213,s16214	689130	701760	b236	0
g17195_522	1	gyrA b272: DNA gyrase subunit A (abundance=0)	ALL	s16380	539501	552029	b272	0
g17213_13	1	gyrA b1505: DNA gyrase subunit A (abundance=0)	ALL	s16401	7390	19915	b1505	0
g17487_345	1	gyrA b417: DNA gyrase subunit A (abundance=0)	ALL	s16853	360783	373296	b417	0
g17520_489	1	gyrA b29537: DNA gyrase subunit A (abundance=0)	ALL	s16930	1	8014	b29537	0
g17608_750	1	gyrA b200: DNA gyrase subunit A (abundance=0)	ALL	s17077,s17078,s17079,s17082,s17083,s17104,s43197,s43198	661875	674109	b200	0
g17846_67	1	gyrA b507: DNA gyrase subunit A (abundance=0)	ALL	s17463,s17464,s17465	39780	52011	b507	0
g17874_999	1	gyrA b317: DNA gyrase subunit A (abundance=0)	ALL	s17519,s17523,s17543,s17544	132352	144892	b317	0
g17975_343	1	gyrA b333: DNA gyrase subunit A (Fragment) (abundance=0)	ALL	s17726	238133	248441	b333	0
g17975_344	1	gyrA b333: DNA gyrase subunit A (Fragment) (abundance=0)	ALL	s17726	238410	248547	b333	0
g17975_345	1	gyrA b333: DNA gyrase subunit A (abundance=0)	ALL	s17726	238492	250147	b333	0
g18015_18	1	gyrA b9439: DNA gyrase subunit A (abundance=0)	ALL	s17780	8416	19072	b9439	0
g18015_19	1	gyrA b9439: DNA gyrase subunit A (abundance=0)	ALL	s17780	9116	19599	b9439	0
g18085_511	1	gyrA b723: DNA gyrase subunit A (abundance=0)	ALL	s17896	135174	147684	b723	0
g18270_781	1	gyrA b278: DNA gyrase subunit A (abundance=0)	ALL	s4024,s10823,s10825,s18329,s18336,s18454,s30384,s30388,s30396,s30401	374349	386805	b278	0
g18421_6	1	gyrA b3941: DNA gyrase subunit A (abundance=0)	ALL	s18710	1	10524	b3941	0
g18421_7	1	gyrA b3941: DNA gyrase subunit A (abundance=0)	ALL	s18710	602	12308	b3941	0
g18672_153	1	gyrA b403: DNA gyrase subunit A (abundance=0)	ALL	s19110	152234	164738	b403	0
g18913_55	1	gyrA b1354: DNA gyrase subunit A (abundance=0)	ALL	s19649,s27583	41288	53789	b1354	0
g19423_73	1	gyrA b313: DNA gyrase subunit A (abundance=0)	ALL	s20738,s22952,s56545,s57903,s58800	70576	82822	b313	0
g19428_17	1	gyrA b5919: DNA gyrase subunit A (abundance=0)	ALL	s20743	10902	23379	b5919	0
g19529_218	1	gyrA b2040: DNA gyrase subunit A (abundance=0)	ALL	s20918	37714	50200	b2040	0
g19639_501	1	gyrA b732: DNA gyrase subunit A (abundance=0)	ALL	s1376,s21169,s21172,s21175	164742	177255	b732	0
g19862_132	1	gyrA b353: DNA gyrase subunit A (abundance=0)	ALL	s2496,s21667,s27403,s45395,s52341,s60629	143007	155472	b353	0
g19931_4507	1	gyrA b583: DNA gyrase subunit A (abundance=0)	ALL	s21795,s21798,s21814	163751	176330	b583	0
g19983_295	1	gyrA b212: DNA gyrase subunit A (abundance=0)	ALL	s21883	330029	342575	b212	0
g20046_178	1	gyrA b164: DNA gyrase subunit A (abundance=0)	ALL	s1516,s4061,s8349,s8352,s9436,s9787,s11163,s12182,s21975,s27586,s27597,s39507,s39508,s39512,s41168,s41175,s41186,s52624,s55013,s55457,s55465	688477	701002	b164	0
g20414_66	1	gyrA b6879: DNA gyrase subunit A (abundance=0)	ALL	s22676	3883	16420	b6879	0
g20453_663	1	gyrA b796: DNA gyrase subunit A (abundance=0)	ALL	s22791,s29407	67249	79828	b796	0
g20742_53	1	gyrA b1285: DNA gyrase subunit A (abundance=0)	ALL	s23333	48976	61219	b1285	0
g20791_22	1	gyrA b342: DNA gyrase subunit A (abundance=0)	ALL	s5297,s10272,s15726,s23434,s27296,s36231,s45243,s56244	201967	214477	b342	0
g21033_319	1	gyrA b17907: DNA gyrase subunit A (abundance=0)	ALL	s24021	1	9892	b17907	0
g21040_1678	1	gyrA b5187: DNA gyrase subunit A (abundance=0)	ALL	s24117	3993	16479	b5187	0
g21133_96	1	gyrA b1172: DNA gyrase subunit A (abundance=0)	ALL	s24392	104055	116760	b1172	0
g21283_64	1	gyrA b209: DNA gyrase subunit A (abundance=0)	ALL	s10195,s11740,s16763,s16765,s16772,s24673,s39126,s39135	812579	825083	b209	0
g21291_74	1	gyrA b933: DNA gyrase subunit A (abundance=0)	ALL	s24687	83492	95726	b933	0
g21397_119	1	gyrA b358: DNA gyrase subunit A (abundance=0)	ALL	s24889,s35941	104725	117322	b358	0
g21469_58	1	gyrA b4311: DNA gyrase subunit A (abundance=0)	ALL	s25044	14578	27043	b4311	0
g21748_1195	1	gyrA b2134: DNA gyrase subunit A (abundance=0)	ALL	s25669	51767	62085	b2134	0
g21804_12	1	gyrA b19209: DNA gyrase subunit A (abundance=0)	ALL	s25790	6632	12421	b19209	0
g21880_348	1	gyrA b587: DNA gyrase subunit A (abundance=0)	ALL	s25974,s25982,s25986,s26007,s59270	68565	81072	b587	0
g22292_39	1	gyrA b827: DNA gyrase subunit A (abundance=0)	ALL	s4833,s18217,s26916,s63570	125555	138068	b827	0
g22509_237	1	gyrA b453: DNA gyrase subunit A (abundance=0)	ALL	s22817,s27309,s35000,s63617,s63637	138539	150878	b453	0
g22853_654	1	gyrA b3857: DNA gyrase subunit A (abundance=0)	ALL	s27946	7102	19708	b3857	0
g22860_2262	1	gyrA b9588: DNA gyrase subunit A (abundance=0)	ALL	s28249	4980	17511	b9588	0
g23128_736	1	gyrA b244: DNA gyrase subunit A (abundance=0)	ALL	s28767	687774	700254	b244	0
g23240_1847	1	gyrA b4502: DNA gyrase subunit A (abundance=0)	ALL	s29003	5730	18375	b4502	0
g23505_299	1	gyrA b300: DNA gyrase subunit A (abundance=0)	ALL	s29543	292310	304802	b300	0
g23776_2610	1	gyrA b468: DNA gyrase subunit A (abundance=0)	ALL	s30137,s30150,s30154,s30165,s30174	189581	202064	b468	0
g23816_709	1	gyrA b76: DNA gyrase subunit A (abundance=0)	ALL	s30260,s30262,s30268,s30270,s30272,s30287,s30289,s30293,s30300,s30301,s30303,s30305,s30337,s30342,s33464,s33477,s33478,s56160,s56162,s56179,s56181,s56185	501525	514092	b76	0
g23840_38	1	gyrA b2674: DNA gyrase subunit A (abundance=0)	ALL	s30368	29858	42101	b2674	0
g23854_10	1	gyrA b24952: DNA gyrase subunit A (abundance=0)	ALL	s30461	1	8110	b24952	0
g24019_229	1	gyrA b1293: DNA gyrase subunit A (abundance=0)	ALL	s30827	66180	78735	b1293	0
g24068_3520	1	gyrA b87: DNA gyrase subunit A (abundance=0)	ALL	s9890,s9891,s9893,s9923,s9924,s9928,s9929,s9930,s9932,s9934,s9935,s9942,s9946,s9949,s9954,s9955,s9957,s9960,s21429,s21430,s21431,s21437,s21468,s21472,s21473,s30925,s30948,s30949,s30950,s30957,s30976,s31018,s31019,s31020,s31021,s31029,s31030,s31034,s31047,s31055,s31057,s31058,s31059,s31060,s31062,s31063,s31064,s31067,s31073,s31078,s31093,s31094,s31095,s31097,s31110,s31111,s31113,s31116,s31119,s31120,s31124,s31126,s31127,s31128,s31132,s31136,s31137,s31138,s31139,s31140,s31141,s31162,s31165,s31168,s31175,s31176,s31177	2359945	2372557	b87	0
g24268_1218	1	gyrA b408: DNA gyrase subunit A (abundance=0)	ALL	s22652,s24284,s31525,s31527	447015	459522	b408	0
g25287_109	1	gyrA b1203: DNA gyrase subunit A (abundance=0)	ALL	s33326	104832	115113	b1203	0
g26112_263	1	gyrA b599: DNA gyrase subunit A (abundance=0)	ALL	s9143,s23025,s31503,s35215,s35216,s57240,s57243	163676	175910	b599	0
g26172_84	1	gyrA b1206: DNA gyrase subunit A (abundance=0)	ALL	s35301	75405	87936	b1206	0
g26172_87	1	gyrA b1206: DNA gyrase subunit A (abundance=0)	ALL	s35301	79470	91689	b1206	0
g26245_253	1	gyrA b679: DNA gyrase subunit A (abundance=0)	ALL	s796,s798,s6392,s35406,s35411,s35413	221027	233522	b679	0
g26330_27	1	gyrA b2174: DNA gyrase subunit A (abundance=0)	ALL	s35563	17901	30135	b2174	0
g26569_79	1	gyrA b12312: DNA gyrase subunit A (abundance=0)	ALL	s35956	2824	15310	b12312	0
g26626_3843	1	gyrA b467: DNA gyrase subunit A (abundance=0)	ALL	s36131,s36210,s36212	306714	319296	b467	0
g26836_16	1	gyrA b687: DNA gyrase subunit A (abundance=0)	ALL	s16429,s36624,s53887	112972	125683	b687	0
g26977_48	1	gyrA b1992: DNA gyrase subunit A (abundance=0)	ALL	s36864	29581	42037	b1992	0
g27286_745	1	gyrA b181: DNA gyrase subunit A (abundance=0)	ALL	s5651,s8709,s37404,s37417,s38143,s57975,s58710,s58715,s58720,s58721	766892	779147	b181	0
g27286_936	1	gyrA b416: DNA gyrase subunit A (abundance=0)	ALL	s5646,s37426,s38144,s58711	169990	182485	b416	0
g27523_601	1	gyrA b418: DNA gyrase subunit A (abundance=0)	ALL	s38192	57833	70379	b418	0
g27699_76	1	gyrA b2685: DNA gyrase subunit A (abundance=0)	ALL	s38797	11782	24430	b2685	0
g27877_746	1	gyrA b142: DNA gyrase subunit A (abundance=0)	ALL	s6297,s6308,s8420,s8427,s8434,s26171,s27669,s27671,s27681,s38968,s39297,s39301	1668444	1680933	b142	0
g28076_12	1	gyrA b25804: DNA gyrase subunit A (abundance=0)	ALL	s39622	4402	10219	b25804	0
g28162_2	1	gyrA b5137: DNA gyrase subunit A (abundance=0)	ALL	s39809	1	9180	b5137	0
g28204_554	1	gyrA b1008: DNA gyrase subunit A (abundance=0)	ALL	s11620,s39877,s39908	60472	72967	b1008	0
g28204_867	1	gyrA b842: DNA gyrase subunit A (abundance=0)	ALL	s39868,s39902,s39906	29486	41720	b842	0
g28329_2146	1	gyrA b1500: DNA gyrase subunit A (abundance=0)	ALL	s40145	52958	65447	b1500	0
g28687_1	1	gyrA b21833: DNA gyrase subunit A (abundance=0)	ALL	s41201	1	5362	b21833	0
g28687_2	1	gyrA b21833: DNA gyrase subunit A (abundance=0)	ALL	s41201	1	5973	b21833	0
g28737_74	1	gyrA b648: DNA gyrase subunit A (abundance=0)	ALL	s41298	75982	88519	b648	0
g28980_60	1	gyrA b1841: DNA gyrase subunit A (abundance=0)	ALL	s41905	36062	48593	b1841	0
g29009_1536	1	gyrA b245: DNA gyrase subunit A (abundance=0)	ALL	s19946,s23621,s24575,s27359,s42021,s42037,s51964,s55024,s55028	507669	520272	b245	0
g29164_191	1	gyrA b458: DNA gyrase subunit A (abundance=0)	ALL	s8384,s20968,s20974,s42573	392009	404516	b458	0
g29362_78	1	gyrA b13738: DNA gyrase subunit A (abundance=0)	ALL	s42906	6042	15464	b13738	0
g29414_65	1	gyrA b226: DNA gyrase subunit A (abundance=0)	ALL	s7516,s8315,s9709,s10903,s14013,s17905,s19837,s20804,s27599,s35352,s41305,s41373,s42998,s57489,s59744	759772	772324	b226	0
g29708_26	1	gyrA b666: DNA gyrase subunit A (abundance=0)	ALL	s43558	22640	35147	b666	0
g30142_38	1	gyrA b429: DNA gyrase subunit A (abundance=0)	ALL	s1017,s3773,s17363,s29774,s32963,s35369,s44392,s45624,s55125,s56699	236768	247715	b429	0
g30142_39	1	gyrA b429: DNA gyrase subunit A (abundance=0)	ALL	s1017,s3773,s17363,s29774,s32963,s35369,s44392,s45624,s55125,s56699	237699	249264	b429	0
g30432_362	1	gyrA b7911: DNA gyrase subunit A (abundance=0)	ALL	s44954	1700	12563	b7911	0
g30655_7	1	gyrA b1831: DNA gyrase subunit A (abundance=0)	ALL	s45566	1	11914	b1831	0
g30940_1981	1	gyrA b3381: DNA gyrase subunit A (abundance=0)	ALL	s49129	19504	32059	b3381	0
